file_name,path,well_plate,well,plate,date_time,RFU,population,temperature,round,start_time,days,exponential
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_10,B02,10,2018-10-27T17:49:37Z,20,5,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_10,C02,10,2018-10-27T17:49:37Z,9,9,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_10,D02,10,2018-10-27T17:49:37Z,20,13,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_10,E02,10,2018-10-27T17:49:37Z,16,7,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_10,F02,10,2018-10-27T17:49:37Z,29,12,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate10,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_10,G02,10,2018-10-27T17:49:37Z,14,1,16,single,2018-10-27T16:10:33Z,0.0687962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_11,B02,11,2018-10-27T17:56:49Z,12,5,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_11,C02,11,2018-10-27T17:56:49Z,9,9,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_11,D02,11,2018-10-27T17:56:49Z,20,13,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_11,E02,11,2018-10-27T17:56:49Z,17,7,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_11,F02,11,2018-10-27T17:56:49Z,32,12,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate11,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_11,G02,11,2018-10-27T17:56:49Z,14,1,16,single,2018-10-27T16:10:33Z,0.07379629629629629,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_12,B02,12,2018-10-27T18:04:01Z,16,5,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_12,C02,12,2018-10-27T18:04:01Z,14,9,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_12,D02,12,2018-10-27T18:04:01Z,15,13,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_12,E02,12,2018-10-27T18:04:01Z,14,7,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_12,F02,12,2018-10-27T18:04:01Z,31,12,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate12,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_12,G02,12,2018-10-27T18:04:01Z,11,1,16,repeat,2018-10-27T16:10:33Z,0.0787962962962963,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_13,B02,13,2018-10-27T18:11:12Z,5,5,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_13,C02,13,2018-10-27T18:11:12Z,9,9,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_13,D02,13,2018-10-27T18:11:12Z,38,13,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_13,E02,13,2018-10-27T18:11:12Z,18,7,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_13,F02,13,2018-10-27T18:11:12Z,27,12,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate13,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_13,G02,13,2018-10-27T18:11:12Z,117,1,22,single,2018-10-27T16:10:33Z,0.08378472222222222,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_14,B02,14,2018-10-27T18:18:37Z,4,5,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_14,C02,14,2018-10-27T18:18:37Z,9,9,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_14,D02,14,2018-10-27T18:18:37Z,32,13,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_14,E02,14,2018-10-27T18:18:37Z,19,7,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_14,F02,14,2018-10-27T18:18:37Z,33,12,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate14,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_14,G02,14,2018-10-27T18:18:37Z,118,1,22,single,2018-10-27T16:10:33Z,0.08893518518518519,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_15,B02,15,2018-10-27T18:25:47Z,4,5,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_15,C02,15,2018-10-27T18:25:47Z,7,9,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_15,D02,15,2018-10-27T18:25:47Z,31,13,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_15,E02,15,2018-10-27T18:25:47Z,22,7,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_15,F02,15,2018-10-27T18:25:47Z,31,12,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate15,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_15,G02,15,2018-10-27T18:25:47Z,114,1,22,single,2018-10-27T16:10:33Z,0.09391203703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_16,B02,16,2018-10-27T18:32:56Z,4,5,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_16,C02,16,2018-10-27T18:32:56Z,8,9,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_16,D02,16,2018-10-27T18:32:56Z,36,13,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_16,E02,16,2018-10-27T18:32:56Z,22,7,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_16,F02,16,2018-10-27T18:32:56Z,27,12,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate16,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_16,G02,16,2018-10-27T18:32:56Z,124,1,22,single,2018-10-27T16:10:33Z,0.09887731481481482,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_17,B02,17,2018-10-27T18:40:04Z,3,5,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_17,C02,17,2018-10-27T18:40:04Z,8,9,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_17,D02,17,2018-10-27T18:40:04Z,34,13,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_17,E02,17,2018-10-27T18:40:04Z,23,7,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_17,F02,17,2018-10-27T18:40:04Z,37,12,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate17,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_17,G02,17,2018-10-27T18:40:04Z,121,1,22,single,2018-10-27T16:10:33Z,0.10383101851851852,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_18,B02,18,2018-10-27T18:47:22Z,3,5,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_18,C02,18,2018-10-27T18:47:22Z,11,9,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_18,D02,18,2018-10-27T18:47:22Z,31,13,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_18,E02,18,2018-10-27T18:47:22Z,17,7,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_18,F02,18,2018-10-27T18:47:22Z,39,12,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate18,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_18,G02,18,2018-10-27T18:47:22Z,86,1,22,repeat,2018-10-27T16:10:33Z,0.10890046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_19,B02,19,2018-10-27T18:54:31Z,26,5,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_19,C02,19,2018-10-27T18:54:31Z,31,9,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_19,D02,19,2018-10-27T18:54:31Z,8,13,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_19,E02,19,2018-10-27T18:54:31Z,7,7,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_19,F02,19,2018-10-27T18:54:31Z,61,12,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate19,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_19,G02,19,2018-10-27T18:54:31Z,19,1,28,single,2018-10-27T16:10:33Z,0.11386574074074074,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_20,B02,20,2018-10-27T19:01:42Z,22,5,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_20,C02,20,2018-10-27T19:01:42Z,24,9,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_20,D02,20,2018-10-27T19:01:42Z,4,13,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_20,E02,20,2018-10-27T19:01:42Z,10,7,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_20,F02,20,2018-10-27T19:01:42Z,53,12,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate20,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_20,G02,20,2018-10-27T19:01:42Z,15,1,28,single,2018-10-27T16:10:33Z,0.11885416666666666,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_21,B02,21,2018-10-27T19:08:58Z,30,5,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_21,C02,21,2018-10-27T19:08:58Z,24,9,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_21,D02,21,2018-10-27T19:08:58Z,6,13,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_21,E02,21,2018-10-27T19:08:58Z,7,7,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_21,F02,21,2018-10-27T19:08:58Z,61,12,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate21,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_21,G02,21,2018-10-27T19:08:58Z,16,1,28,single,2018-10-27T16:10:33Z,0.12390046296296296,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_22,B02,22,2018-10-27T19:16:38Z,30,5,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_22,C02,22,2018-10-27T19:16:38Z,34,9,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_22,D02,22,2018-10-27T19:16:38Z,10,13,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_22,E02,22,2018-10-27T19:16:38Z,10,7,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_22,F02,22,2018-10-27T19:16:38Z,60,12,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate22,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_22,G02,22,2018-10-27T19:16:38Z,21,1,28,single,2018-10-27T16:10:33Z,0.12922453703703704,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_23,B02,23,2018-10-27T19:23:48Z,30,5,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_23,C02,23,2018-10-27T19:23:48Z,29,9,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_23,D02,23,2018-10-27T19:23:48Z,8,13,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_23,E02,23,2018-10-27T19:23:48Z,7,7,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_23,F02,23,2018-10-27T19:23:48Z,52,12,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate23,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_23,G02,23,2018-10-27T19:23:48Z,21,1,28,single,2018-10-27T16:10:33Z,0.13420138888888888,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_24,B02,24,2018-10-27T19:31:15Z,28,5,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_24,C02,24,2018-10-27T19:31:15Z,27,9,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_24,D02,24,2018-10-27T19:31:15Z,9,13,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_24,E02,24,2018-10-27T19:31:15Z,10,7,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_24,F02,24,2018-10-27T19:31:15Z,58,12,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate24,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_24,G02,24,2018-10-27T19:31:15Z,16,1,28,repeat,2018-10-27T16:10:33Z,0.139375,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_25,B02,25,2018-10-27T19:38:23Z,122,5,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_25,C02,25,2018-10-27T19:38:23Z,10,9,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_25,D02,25,2018-10-27T19:38:23Z,16,13,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_25,E02,25,2018-10-27T19:38:23Z,15,7,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,F02_25,F02,25,2018-10-27T19:38:23Z,57,12,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate25,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,G02_25,G02,25,2018-10-27T19:38:23Z,23,1,34,single,2018-10-27T16:10:33Z,0.1443287037037037,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate26,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,B02_26,B02,26,2018-10-27T19:56:45Z,169,5,34,single,2018-10-27T16:10:33Z,0.15708333333333332,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate26,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,C02_26,C02,26,2018-10-27T19:56:45Z,14,9,34,single,2018-10-27T16:10:33Z,0.15708333333333332,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate26,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,D02_26,D02,26,2018-10-27T19:56:45Z,12,13,34,single,2018-10-27T16:10:33Z,0.15708333333333332,yes
data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-plate26,data-raw/globe-chlamy-RFU-acclimated/globe-acclimated-2018-10-27-,E02_26,E02,26,2018-10-27T19:56:45Z,12,7,34,single,2018-10-27T16:10:33Z,0.15708333333333332,yes
